title,authors,url,session,abstract_takeaway
Advantage Collapse in Group Relative Policy Optimization: Diagnosis and Mitigation,Xixiang He; Qiyao Sun; Ao Cheng; Xingming Li; Xuanyu Ji; Hailun Lu; Runke Huang; Qingyong Hu,https://icml.cc/virtual/2026/poster/64547,,"Focuses on advantage collapse, policy optimization, group relative, relative policy, and collapse group."
Agent Learning via Early Experience,Kai Zhang; Xiangchao Chen; Bo Liu; Tianci Xue; Zeyi Liao; Zhihan Liu; xiyao wang; Yuting Ning; Zhaorun Chen; Xiaohan Fu; Jian Xie; Yuxuan Sun; Boyu Gou; Qi Qi; Zihang Meng; Jianwei Yang; Ning Zhang; Xian Li; Ashish Shah; Dat Huynh; Hengduo Li; Zi Yang; Xuefei Cao; Lawrence Jang; Shuyan Zhou; Jiacheng Zhu; Huan Sun; JASON WESTON; Yu Su; Yifan Wu,https://icml.cc/virtual/2026/poster/64488,Poster Session 1,"Focuses on early experience, verifiable rewards, agent early, experience long-term, and long-term goal."
Agent World Model: Infinity Synthetic Environments for Agentic Reinforcement Learning,Zhaoyang Wang; Boyi Liu; Yite Wang; Siwei Han; Zhewei Yao; Yuxiong He; Huaxiu Yao; Canwen Xu,https://icml.cc/virtual/2026/poster/64306,Poster Session 1,"Focuses on synthetic environments, agent world, world infinity, infinity synthetic, and environments agentic."
Agent-Omit: Training Efficient LLM Agents for Adaptive Thought and Observation Omission via Agentic Reinforcement Learning,Yansong Ning; Jun Fang; Naiqiang Tan; Hao Liu,https://icml.cc/virtual/2026/poster/63271,Poster Session 2,"Focuses on llm agents, thought observation, agentic reinforcement, agent-omit training, and training llm."
AgentExpt: Automating AI Experiment Design with LLM-based Resource Retrieval Agent,Yu Li; Lehui Li; Lin Chen; Qingmin Liao; Fengli Xu; Yong Li,https://icml.cc/virtual/2026/poster/62358,Poster Session 2,"Focuses on baseline dataset, baselines datasets, agentexpt automating, automating experiment, and experiment llm-based."
Agentic Model Predictive Questioning Control in Visual Design,Kuang-Da Wang; Zhao Wang; Wei-Yao Wang; Yotaro Shimose; Jaechang Kim; Shingo Takamatsu,https://icml.cc/virtual/2026/poster/62292,Poster Session 5,"Focuses on agentic predictive, predictive questioning, questioning control, cognitive burden, and human agent."
AgentWebBench: Benchmarking Multi-Agent Coordination in Agentic Web,Shanshan Zhong; Kate Shen; Chenyan Xiong,https://icml.cc/virtual/2026/poster/63068,,"Focuses on centralized retrieval, multi-agent coordination, agentic web, emerging paradigm, and user agent."
AGoQ: Activation and Gradient Quantization for Memory-Efficient Distributed Training of LLMs,WenXiang Lin; HuangJunTao; ZhangLuHan; Lilaiyi; Xiang Bao; mengyang zhang; BingWang Wang; Shaohuai Shi,https://icml.cc/virtual/2026/poster/60582,Poster Session 2,"Focuses on gradient quantization, quantization algorithm, reduces memory, agoq activation, and activation gradient."
AlienLM: Alienization of Language for API-Boundary Privacy in Black-Box LLMs,Jaehee Kim; Pilsung Kang,https://icml.cc/virtual/2026/poster/63770,Poster Session 7,"Focuses on alienlm alienization, alienization language, language api-boundary, api-boundary privacy, and privacy black-box."
Aligning Tree-Search Policies with Fixed Token Budgets in Test-Time Scaling of LLMs,Sora Miyamoto; Daisuke Oba; Naoaki Okazaki,https://icml.cc/virtual/2026/poster/63795,Poster Session 1,"Focuses on tree-search policies, test-time scaling, tree-search decoding, token budget, and aligning tree-search."
Alignment-Aware Decoding,Frédéric Berdoz; Luca Lanzendörfer; René Caky; Roger Wattenhofer,https://icml.cc/virtual/2026/poster/61946,Poster Session 4,"Focuses on alignment-aware decoding, decoding alignment, alignment large, language remains, and remains central."
ALSO: Adversarial Online Strategy Optimization for Social Agents,Xiang Li; Liping Yi; Mingze Kong; Min Zhang; Zhongxiang Dai; Qinghua Hu,https://icml.cc/virtual/2026/poster/64379,Poster Session 1,"Focuses on online strategy, strategy optimization, social agents, adversarial online, and social simulation."
AMA-Bench: Evaluating Long-Horizon Memory for Agentic Applications,Yujie Zhao; Boqin Yuan; Junbo Huang; Haocheng Yuan; Zhongming Yu; Haozhou Xu; Lanxiang Hu; Abhilash Shankarampeta; Zimeng Huang; Wentao Ni; Yuandong Tian; Jishen Zhao,https://icml.cc/virtual/2026/poster/65112,Poster Session 2,"Focuses on agentic applications, agent memory, ama bench, long horizon, and horizon memory."
An Information-Theoretic Criterion for Efficient Data Synthesis,Zhengqi Sun; Hanyu Li; Xiaotie Deng,https://icml.cc/virtual/2026/poster/65161,Poster Session 1,"Focuses on information injections, information-theoretic criterion, criterion synthesis, synthesis synthetic, and synthetic becomes."
An Interactive Paradigm for Deep Research,Lin Ai; Victor Bursztyn; Xiang Chen; Julia Hirschberg; Saayan Mitra,https://icml.cc/virtual/2026/poster/66661,,"Focuses on interactive paradigm, paradigm research, research recent, recent advances, and advances large."
Anchor-Final Self-Supervision Drives Hallucination-Aware Optimization in Large Vision-Language Models,Jiaxi Liu; Yifeng Yang; Xinbing Wang; Qinying Gu; Nanyang Ye,https://icml.cc/virtual/2026/poster/63887,Poster Session 5,"Focuses on anchor-final self-supervision, hallucination-aware optimization, large vision-language, intermediate final, and final layer."
Anchored Policy Optimization: Mitigating Exploration Collapse via Support-Constrained Rectification,Tianyi Wang; Long Li; Hongcan Guo; Yibiao Chen; Yixia Li; Yong Wang; Yun Chen; Guanhua CHEN,https://icml.cc/virtual/2026/poster/65360,Poster Session 7,"Focuses on anchored policy, policy optimization, shape matching, support coverage, and optimization mitigating."
Antidistillation Fingerprinting,Yixuan Xu; John Kirchenbauer; Yash Savani; Asher Trockman; Alexander Robey; Tom Goldstein; Fei Fang; Zico Kolter,https://icml.cc/virtual/2026/poster/63624,Poster Session 7,"Focuses on antidistillation fingerprinting, fingerprinting distillation, distillation emulation, emulation frontier, and frontier large."
Are Large Reasoning Models Interruptible?,Tsung-Han (Patrick) Wu; Mihran Miroyan; David Chan; Trevor Darrell; Narges Norouzi; Joseph E Gonzalez,https://icml.cc/virtual/2026/poster/61807,Poster Session 7,"Focuses on large reasoning, reasoning interruptible, interruptible real-world, real-world applications, and applications large."
Are Tools Always Beneficial? Learning to Invoke Tools Adaptively for Dual-Mode Multimodal LLM Reasoning,Qinghe Ma; Zhen Zhao; Yiming Wu; Jian Zhang; LEI BAI; Yinghuan Shi,https://icml.cc/virtual/2026/poster/66174,Poster Session 6,"Focuses on always beneficial, invoke tools, tools always, beneficial invoke, and tools adaptively."
ASyMOB: Algebraic Symbolic Mathematical Operations Benchmark,Michael Shalyt; Rotem Elimelech; Ido Kaminer,https://icml.cc/virtual/2026/poster/63549,Poster Session 6,"Focuses on asymob algebraic, algebraic symbolic, symbolic mathematical, mathematical operations, and operations large."
Attention Projection Mixing with Exogenous Anchors,Jonathan Su,https://icml.cc/virtual/2026/poster/61175,Poster Session 4,"Focuses on attention projection, projection mixing, mixing exogenous, exogenous anchors, and anchors cross-layer."
Automatic Pruning Discovery for Large Language Models,Haidong Kang; Lihong Lin; Enneng Yang; Hong-Ning Dai; Hao Wang,https://icml.cc/virtual/2026/poster/64133,Poster Session 3,"Focuses on pruning algorithms, expert knowledge, outlier value, value issue, and degradation pruning."
AutoTool: Dynamic Tool Selection and Integration for Agentic Reasoning,Jiaru Zou; Ling Yang; Yunzhe Qi; Sirui Chen; Mengting Ai; Ke Shen; Jingrui He; Mengdi Wang,https://icml.cc/virtual/2026/poster/65574,Poster Session 7,"Focuses on llm agents, tool selection, evolving toolsets, generation multimodal, and autotool dynamic."
A²RBench: An Automatic Paradigm for Formally Verifiable Abstract Reasoning Benchmark Generation,Qingchuan Ma; Yuexiao Ma; Yongkang Xie; Tianyu Xie; Xiawu Zheng; Rongrong Ji,https://icml.cc/virtual/2026/poster/61871,Poster Session 7,"Focuses on abstract reasoning, genuine reasoning, stage llms, current llms, and rbench automatic."
BandPO: Bridging Trust Regions and Ratio Clipping via Probability-Aware Bounds for LLM Reinforcement Learning,Yuan Li; Bo Wang; Yufei Gao; Yuqian Yao; Xinyuan Wang; Zhangyue Yin; Xipeng Qiu,https://icml.cc/virtual/2026/poster/63735,Poster Session 6,"Focuses on trust regions, canonical clipping, entropy collapse, bandpo bridging, and bridging trust."
BARRED: Synthetic Training of Custom Policy Guardrails via Asymmetric Debate,Arnon Mazza; Elad Levi,https://icml.cc/virtual/2026/poster/64273,Poster Session 3,"Focuses on synthetic training, training custom, custom policies, barred synthetic, and custom policy."
BeaconKV: Key-Value Cache Compression Guided by Beacon Queries for Efficient Large Reasoning Model Inference,Janghyeon Kim; Minsoo Kim; Kyuhong Shim; Jungwook Choi,https://icml.cc/virtual/2026/poster/62942,Poster Session 7,"Focuses on cache compression, key-value cache, beacon queries, large reasoning, and beaconkv key-value."
BESPOKE: Benchmark for Search-Augmented Large Language Model Personalization via Diagnostic Feedback,Hyunseo Kim; Sangam Lee; Kwangwook Seo; Dongha Lee,https://icml.cc/virtual/2026/poster/64103,Poster Session 3,"Focuses on search-augmented large, diagnostic feedback, search-augmented llms, bespoke search-augmented, and language personalization."
"Better, Faster: Harnessing Self-Improvement in Large Reasoning Models",Qihuang Zhong; Liang Ding; Juhua Liu; Bo Du; Leszek Rutkowski; Dacheng Tao,https://icml.cc/virtual/2026/poster/64514,,"Focuses on large reasoning, self-improvement large, intrinsic diversity, faster harnessing, and harnessing self-improvement."
Beyond Attention Imbalance: Mitigating Hallucinations via Spectral Surgery,Siqi Lu; Wei Suo; Yongbin Zheng; Jianhang Yao; Wanying XU; Peng Wang,https://icml.cc/virtual/2026/poster/63155,,"Focuses on visual information, information flow, beyond attention, attention imbalance, and imbalance mitigating."
Beyond Logits: Metastable Latent Dynamics for Sample-Efficient Best-of-N Selection in LLMs,Xinrong Li; Zidong Zhou; Keyu Shen; Wenhao Zhou; Shangqi Guo,https://icml.cc/virtual/2026/poster/66569,Poster Session 5,"Focuses on latent dynamics, best-of-n selection, calibration collapse, majority voting, and beyond logits."
Beyond Next-Token Alignment: Distilling Multimodal Large Language Models via Token Interactions,Lin Chen; zhaoxiaoke; Kun Ding; Weiwei Feng; Changtao Miao; Zili Wang; Guo Wenxuan; Ying Wang; Kaiyuan Zheng; Bo Zhang; Zhe Li; Shiming Xiang,https://icml.cc/virtual/2026/poster/62472,Poster Session 7,"Focuses on token interactions, next-token alignment, multimodal large, visual information, and beyond next-token."
Beyond Reactivity: Proactive Adaptive Conformal Inference for Online LLM Factuality,Xinyu Liu; Jun Wu,https://icml.cc/virtual/2026/poster/66457,,"Focuses on distribution shifts, beyond reactivity, reactivity proactive, proactive adaptive, and adaptive conformal."
Beyond Sunk Costs: Boosting LLM Pre-training Efficiency via Orthogonal Growth of Mixture-of-Experts,Ruizhe Wang; Yucheng Ding; Xiao Liu; Yaoxiang Wang; Peng CHENG; Baining Guo; Zheng-Jun Zha; Yeyun Gong,https://icml.cc/virtual/2026/poster/62592,Poster Session 5,"Focuses on orthogonal growth, beyond sunk, sunk costs, costs boosting, and boosting llm."
BizFinBench.v2: Towards Reliable LLMs in Finance via Real-User Data and Offline/Online Bilingual Evaluation,Xin Guo; Rongjunchen Zhang; Guilong Lu; Xuntao Guo; Jia Shuai; Zhi Yang; Liwen Zhang,https://icml.cc/virtual/2026/poster/65946,Poster Session 6,"Focuses on offline online, bizfinbench reliable, reliable llms, llms finance, and finance real-user."
Block Rotation is All You Need for MXFP4 Quantization,Yuantian Shao; Peisong Wang; Yuanteng Chen; Chang Xu; Zhihui Wei; Jian Cheng,https://icml.cc/virtual/2026/poster/62818,Poster Session 5,"Focuses on block rotation, rotation all, all you, you need, and need mxfp4."
BOOSTAPR: Boosting Automated Program Repair via Execution-Grounded Reinforcement Learning with Dual Reward Models,Yuanhao Li; Hongbo Wang; Xiaotang Shang; Xunzhu Tang; Yiming Cao; Xuhong Chen,https://icml.cc/virtual/2026/poster/64866,Poster Session 2,"Focuses on program repair, dual reward, line-level credit, boostapr boosting, and boosting automated."
Bounded Hyperbolic Tangent: A Stable and Efficient Alternative to Pre-Layer Normalization in Large Language Models,Hoyoon Byun; Youngjun Choi; Taero Kim; Sungrae Park; Kyungwoo Song,https://icml.cc/virtual/2026/poster/65861,Poster Session 2,"Focuses on bounded hyperbolic, pre-layer normalization, magnitude variance, stability efficiency, and hyperbolic tangent."
BPDQ: Bit-Plane Decomposition Quantization on a Variable Grid for Large Language Models,Junyu Chen; Jungang Li; Jing Xiong; Wenjie Wang; Qingyao Yang; He Xiao; Zhen Li; Taiqiang Wu; Mengzhao Chen; Zhen Peng; Chaofan Tao; Long Shi; Hongxia Yang; Ngai Wong,https://icml.cc/virtual/2026/poster/62359,Poster Session 5,"Focuses on bit-plane decomposition, decomposition quantization, variable grid, quantization grid, and feasible set."
Break the Block: Dynamic-size Reasoning Blocks for Diffusion Large Language Models via Monotonic Entropy Descent with Reinforcement Learning,Yan Jiang; Ruihong Qiu; Zi Huang,https://icml.cc/virtual/2026/poster/66581,Poster Session 1,"Focuses on dynamic-size reasoning, reasoning blocks, diffusion large, monotonic entropy, and entropy descent."
Breaking the Block: Preserving Data Continuity to Train Superior SAEs for Instruct Models,Jiaming Li; Haoran Ye; Yukun Chen; Xinyue Li; Lei Zhang; Hamid Alinejad-Rokny; Jimmy Chih-Hsien Peng; Min Yang,https://icml.cc/virtual/2026/poster/63896,Poster Session 4,"Focuses on gsnr analysis, breaking block, block preserving, preserving continuity, and continuity train."
Breaking the Echo Chamber: A Dynamic Ensemble Pruning Perspective on MoE,Xinlai Kang; Dunyao Xue; Zhengbo Wang; Chengshuo Du; Cheng Meng; Hanting Chen; Hang Zhou; Xinghao Chen,https://icml.cc/virtual/2026/poster/66075,Poster Session 4,"Focuses on ensemble pruning, breaking echo, echo chamber, chamber dynamic, and dynamic ensemble."
Breaking the Exploration Bottleneck: Rubric-Scaffolded Reinforcement Learning for General LLM Reasoning,Yang Zhou; Sunzhu Li; Shunyu Liu; Wenkai Fang; Kongcheng Zhang; Jiale Zhao; Jingwen Yang; Yihe Zhou; Jianwei Lv; Tongya Zheng; Hengtong Lu; Chen Wei; Xie Yan; Mingli Song,https://icml.cc/virtual/2026/poster/64959,Poster Session 7,"Focuses on exploration bottleneck, rubric-scaffolded reinforcement, general llm, llm reasoning, and breaking exploration."
Bridging Functional Correctness and Runtime Efficiency Gaps in LLM-Based Code Translation,Longhui Zhang; Jiahao Wang; Chenhao Hu; Bingyu Liang; Jing Li; Min zhang,https://icml.cc/virtual/2026/poster/60960,Poster Session 5,"Focuses on runtime efficiency, functional correctness, correctness runtime, efficiency translated, and translated programs."
Bridging On-Device and Cloud LLMs for Collaborative Reasoning: A Unified Methodology for Local Routing and Post-Training,Wenzhi Fang; Dong-Jun Han; Liangqi Yuan; Evan Chen; Christopher G. Brinton,https://icml.cc/virtual/2026/poster/61881,Poster Session 5,"Focuses on cloud llms, cloud offloading, bridging on-device, on-device cloud, and llms collaborative."
Bridging the Knowledge-Prediction Gap in LLMs on Multiple-Choice Questions,Yoonah Park; Haesung Pyun; Yohan Jo,https://icml.cc/virtual/2026/poster/64992,Poster Session 1,"Focuses on knowledge-prediction gap, gap llms, multiple-choice questions, internal knowledge, and hidden representations."
BubbleSpec: Turning Long-Tail Bubbles into Speculative Rollout Drafts for Synchronous Reinforcement Learning,yuhang xu; Kaibin Tian; Yang Tian; Zhice Yang; Yifeng Yu; Yan Li; Shengzhong Liu; Fan Wu; Guihai Chen,https://icml.cc/virtual/2026/poster/64109,Poster Session 5,"Focuses on long-tail bubbles, strict synchronous, bubblespec turning, turning long-tail, and bubbles speculative."
Cache Coherent Resampling for Efficient Test Time Scaling in LLM Reasoning via Adaptive Sequential Monte Carlo,Ke Wang; ZEHAO Yu; Luwei Wang; Yongchao Huang,https://icml.cc/virtual/2026/poster/64829,Poster Session 3,"Focuses on cache coherent, coherent resampling, test time, adaptive sequential, and sequential monte."
Can Large Language Models Generalize Procedures Across Representations?,Fangru Lin; Valentin Hofmann; Xingchen Wan; Weixing Wang; Zifeng Ding; Anthony Cohn; Janet Pierrehumbert,https://icml.cc/virtual/2026/poster/66042,Poster Session 5,"Focuses on natural language, language generalize, generalize procedures, procedures representations, and representations large."
Capacity-Aware Mixture Law Enables Efficient LLM Data Optimization,Jingwei Li; Xinran Gu; Jingzhao Zhang,https://icml.cc/virtual/2026/poster/65478,Poster Session 3,"Focuses on capacity-aware mixture, mixture law, mixture scaling, validation loss, and fit law."
"Certain Head, Uncertain Tail: Expert-Sample for Test-Time Scaling in Fine-Grained MoE",Yuanteng Chen; Peisong Wang; Nanxin Zeng; Yuantian Shao; Shuang Qiu; Gang Li; Jing Liu; Jian Cheng,https://icml.cc/virtual/2026/poster/62643,Poster Session 6,"Focuses on uncertain tail, fine-grained moe, certain head, test-time scaling, and head uncertain."
CG-MLLM: Captioning and Generating 3D content via Multi-modal Large Language Models,Junming Huang; Chi Wang; Letian Li; Guangkai Xu; Donglin Huang; Hao Chen; Qiang Dai; Weiwei Xu,https://icml.cc/virtual/2026/poster/63909,Poster Session 8,"Focuses on multi-modal large, transformer handles, cg-mllm captioning, captioning generating, and generating content."
CGRiC: Compositional Risk Certification for Structured LLM Outputs,Ibne Farabi Shihab; SANJEDA AKTER; Anuj Sharma,https://icml.cc/virtual/2026/poster/64542,,"Focuses on cgric compositional, compositional risk, risk certification, certification structured, and structured llm."
Chain-of-Glimpse: Search-Guided Progressive Object-Grounded Reasoning for Video Understanding,ZHIXUAN WU; Quanxing Zha; Teng Wang; Genbao Xu; Wenyuan Gu; Wei Rao; Nan Ma; Bo Cheng; Soujanya Poria,https://icml.cc/virtual/2026/poster/64850,Poster Session 3,"Focuses on chain-of-glimpse search-guided, search-guided progressive, progressive object-grounded, object-grounded reasoning, and video understanding."
Circle-RoPE: Cone-like Decoupled Rotary Positional Embedding for Vision-Language Models,Chengcheng Wang; Jianyuan Guo; Hongguang Li; Yuchuan Tian; Ying Nie; Chang Xu; Kai Han,https://icml.cc/virtual/2026/poster/61523,Poster Session 1,"Focuses on circle-rope cone-like, cone-like decoupled, decoupled rotary, rotary positional, and positional embedding."
Clipping Bottleneck: Stabilizing RLVR via Stochastic Recovery of Near-Boundary Signals,Shuo Yang; Jinda Lu; Chiyu Ma; Kexin Huang; Haoming Meng; Qihui Zhang; Yuyang Liu; Bolin Ding; Guoyin Wang; Li Yuan; Jingren Zhou,https://icml.cc/virtual/2026/poster/63158,Poster Session 7,"Focuses on gradient decay, clipping bottleneck, bottleneck stabilizing, stabilizing rlvr, and rlvr stochastic."
CodeChemist: Test-Time Scaling for Low-Resource Code Generation via Functional Knowledge Transfer,KaiXin Wang; Tianlin Li; Xiaoyu Zhang; Aishan Liu; Xianglong Liu; ziqi liu; Zhiqiang Zhang; JUN ZHOU; Bin Shi,https://icml.cc/virtual/2026/poster/63512,Poster Session 2,"Focuses on test-time scaling, low-resource pls, codechemist test-time, functional knowledge, and scaling low-resource."
Coevolutionary Continuous Discrete Diffusion: Make Your Diffusion Language Model a Latent Reasoner,Cai Zhou; Chenxiao Yang; Yi Hu; Chenyu Wang; Chubin Zhang; Muhan Zhang; Lester Mackey; Tommi Jaakkola; Stephen Bates; Dinghuai Zhang,https://icml.cc/virtual/2026/poster/66003,Poster Session 4,"Focuses on diffusion language, looped transformers, continuous diffusion, discrete diffusion, and continuous representation."
CoFrGeNet: Continued Fraction Architectures for Language Generation,Amit Dhurandhar; Vijil Chenthamarakshan; Dennis Wei; Tejaswini Pedapati; Karthikeyan Natesan Ramamurthy; Rahul Nair,https://icml.cc/virtual/2026/poster/60788,Poster Session 1,"Focuses on function class, continued fraction, language generation, cofrgenet continued, and fraction architectures."
Cold-Start Personalization via Training-Free Priors from Structured World Models,Avinandan Bose; Stella Li; Faeze Brahman; Pang Wei Koh; Simon Du; Yulia Tsvetkov; Maryam Fazel; Lin Xiao; Asli Celikyilmaz,https://icml.cc/virtual/2026/poster/63136,Poster Session 2,"Focuses on cold-start personalization, preference elicitation, structured world, decomposition cold-start, and personalization training-free."
Compile to Compress: Boosting Formal Theorem Provers by Compiler Outputs,Guchan Li; Rui Tian; Hongning Wang,https://icml.cc/virtual/2026/poster/64427,Poster Session 7,"Focuses on formal theorem, proof attempts, compile compress, compress boosting, and boosting formal."
"ComplexMCP: Evaluation of LLM Agents in Dynamic, Interdependent, and Large-Scale Tool Sandbox",Yuanyang Li; Xue Yang; Longyue Wang; Weihua Luo; Hongyang Chen,https://icml.cc/virtual/2026/poster/66421,Poster Session 1,"Focuses on llm agents, complexmcp llm, agents dynamic, dynamic interdependent, and interdependent large-scale."
Compress then Merge: From Multiple LoRAs into One Low-Rank Adapter,Zhengbao He; Ruiqi Ding; Zhehao Huang; Ruikai Yang; Tao Li; Xiaolin Huang,https://icml.cc/virtual/2026/poster/61546,Poster Session 4,"Focuses on rank- lora, low-rank structure, full-parameter merging, compress then, and then merge."
Compute as Teacher: Turning Inference Compute Into Reference-Free Supervision,Dulhan Jayalath; Shashwat Goel; Thomas Foster; Parag Jain; Suchin Gururangan; Cheng Zhang; Anirudh Goyal; Alan Schelten,https://icml.cc/virtual/2026/poster/61605,Poster Session 7,"Focuses on compute teacher, inference compute, parallel rollouts, non-verifiable domains, and teacher turning."
Confidence and Difficulty-Adaptive Policy Optimization for LLM Reasoning,(Andrew) Zhanke Zhou; Xiangyu Lu; Chentao Cao; Brando Miranda; Tongliang Liu; Bo Han; Sanmi Koyejo,https://icml.cc/virtual/2026/poster/62741,Poster Session 1,"Focuses on confidence difficulty-adaptive, difficulty-adaptive policy, policy optimization, llm reasoning, and optimization llm."
ConFu: Contemplate the Future for Better Speculative Sampling,Zongyue Qin; Raghavv Goel; Risheek Garrepalli; Mukul Gagrani; Mingu Lee; Yizhou Sun,https://icml.cc/virtual/2026/poster/64165,Poster Session 4,"Focuses on confu contemplate, speculative decoding, future prediction, contemplate future, and llm inference."
ConPress: Learning Efficient Reasoning from Multi-Question Contextual Pressure,Jie Deng; Shining Liang; Jun Li; Hongzhi Li; Yutao Xie,https://icml.cc/virtual/2026/poster/61485,Poster Session 5,"Focuses on contextual pressure, multi-question contextual, conpress reasoning, reasoning multi-question, and pressure large."
CoPE: Continual Probe-guided Expansion for Large Vision-Language Models,Ziqin Wang; Hengyuan Zhao; Qixin Sun; Yilin Li; Kaiyou Song; Xiaolin Hu; Qingpei Guo; Linjiang Huang; Si Liu,https://icml.cc/virtual/2026/poster/61192,Poster Session 3,"Focuses on task labels, cope continual, catastrophic forgetting, continual probe-guided, and probe-guided expansion."
CoRe: Context-Robust Remasking for Diffusion Language Models,Kevin Zhai; Sabbir Mollah; Zhenyi Wang; Mubarak Shah,https://icml.cc/virtual/2026/poster/62928,Poster Session 7,"Focuses on context-robust remasking, core context-robust, remasking diffusion, diffusion language, and language standard."
Correcting in Hindsight: Editing Past Key-Value States for Robust LLM Reasoning,Mengfei Zhang; Yu Mi; Leijing Zhou,https://icml.cc/virtual/2026/poster/65864,,"Focuses on trigger points, correcting hindsight, hindsight editing, editing past, and past key-value."
CrispEdit: Low-Curvature Projections for Scalable Non-Destructive LLM Editing,Zarif Ikram; Arad Firouzkouhi; Stephen Tu; Mahdi Soltanolkotabi; Paria Rashidinejad,https://icml.cc/virtual/2026/poster/62453,Poster Session 5,"Focuses on llm editing, capability preservation, crispedit low-curvature, low-curvature projections, and projections scalable."
Criterion-Conditional In-Context Learning: Evaluating Criterion-Shift Adaptation in Vision-Language Models,Kaiyun Yang; Ruilin Yang; Zhimin Yao; Jikai Wang; Wei Ge,https://icml.cc/virtual/2026/poster/60633,Poster Session 2,"Focuses on criterion-conditional in-context, latent criterion, in-context evaluating, evaluating criterion-shift, and criterion-shift adaptation."
Critique-Guided Distillation for Robust Reasoning via Refinement,Berkcan Kapusuzoglu; Supriyo Chakraborty; Zain Sarwar; Chia-Hsuan Lee; Sambit Sahu,https://icml.cc/virtual/2026/poster/64994,Poster Session 5,"Focuses on critique-guided distillation, distillation robust, robust reasoning, reasoning refinement, and refinement supervised."
Curating the Future: A Scalable Recipe for Training Open-Ended Forecasters,Nikhil Chandak; Shashwat Goel; Ameya Pandurang Prabhu; Moritz Hardt; Jonas Geiping,https://icml.cc/virtual/2026/poster/63898,Poster Session 6,"Focuses on forecasting questions, forecasting system, curating future, future scalable, and scalable recipe."
D 3 : Dynamic Directional Graph-Constrained Data Scheduling for LLM Training,Yuanjian Xu; Jianing Hao; Guang Zhang; Zhong Li,https://icml.cc/virtual/2026/poster/62470,Poster Session 8,"Focuses on llm optimization, dynamic directional, directional graph-constrained, graph-constrained scheduling, and scheduling llm."
