title,authors,url,session,abstract_takeaway
Decomposition-Based Modular Conformal Prediction for Two-Stage Modeling,William Zhang; Saurabh Amin; Georgia Perakis,https://icml.cc/virtual/2026/poster/62540,Poster Session 5,"Focuses on conformal prediction, prediction two-stage, standard conformal, decomposition-based modular, and modular conformal."
Distributionally Robust Set Representation Learning Under Inference-Time Element Corruption,Yankai Chen; Hanrong Zhang; Bowei He; Philip Yu; Xue Liu,https://icml.cc/virtual/2026/poster/61933,Poster Session 1,"Focuses on set representation, distributionally robust, inference-time element, element corruption, and robust set."
Does a Hybrid Space-Aware Randomized Defense Improve Empirical and Certified Adversarial Robustness?,Joy Dhar; Manish Pandey; Behzad Bozorgtabar; Nayyar Zaidi; Wenyu Zhang; Weihong Li; Tingting Mu; Dwarikanath Mahapatra; Mahsa Baktashmotlagh; Trung Le; Chen Chen; Sajib Mistry; Camila Gonzalez; Samira Ebrahimi Kahou; Lina Yao; Piotr Koniusz; Robert Fisher; Dinh Phung; Bohyung Han; Nuno Vasconcelos; Pietro Lió,https://icml.cc/virtual/2026/poster/65726,Poster Session 7,"Focuses on empirical robustness, hybrid space-aware, randomized defense, attention noise, and diverse imaging."
Fox in the Henhouse: Supply-Chain Backdoor Attacks Against Reinforcement Learning,Shijie Liu; Andrew C. Cullen; Paul MONTAGUE; Sarah Erfani; Benjamin Rubinstein,https://icml.cc/virtual/2026/poster/66677,Poster Session 5,"Focuses on supply-chain backdoor, backdoor attacks, attacks reinforcement, scab attack, and fox henhouse."
Geometry-based Schrödinger Bridges for Trustworthy Multimodal Fusion,Jiayu Xiong; Jing Wang; Qi Zhang; Wanlong Wang; Jun Xue,https://icml.cc/virtual/2026/poster/63398,Poster Session 6,"Focuses on schr dinger, dinger bridges, multimodal fusion, sensor noise, and geometry-based schr."
Hearing Without Noticing? Attention-Aware Stealthy Black-box Adversarial Audio Attacks,Tianyi Xu; Cheng&amp;#x27;an Wei; Yue Zhao; Kai Chen,https://icml.cc/virtual/2026/poster/63275,Poster Session 7,"Focuses on asr systems, adversarial examples, benign audio, hearing noticing, and noticing attention-aware."
Higher-Order Certified Robustness for Regression,Jie Zhang; Natalie Frank,https://icml.cc/virtual/2026/poster/61052,Poster Session 7,"Focuses on higher-order certified, certified robustness, robustness regression, regression randomized, and randomized smoothing."
Improving the Sensitivity of Backdoor Detectors via Class Subspace Orthogonalization,Guangmingmei Yang; David Miller; George Kesidis,https://icml.cc/virtual/2026/poster/61956,,"Focuses on non-target classes, intrinsic features, detection statistic, class subspace, and subspace orthogonalization."
Instruction Lens Score: Your Instruction Contributes a Powerful Object Hallucination Detector for Multimodal Large Language Models,Runhe Lai; Xinhua Lu; Yanqi Wu; Jinlun Ye; Weijiang Yu; Ruixuan Wang,https://icml.cc/virtual/2026/poster/62062,Poster Session 6,"Focuses on object hallucination, instruction lens, lens score, hallucination detector, and multimodal large."
MEDUSA: Motion Elimination in Diffusion Using Spectral Attack,Hongwei Yu; Daoqing Zha; Xinlong Ding; Jiawei Li; Junbao Zhuo; Qiankun Liu; Huimin Ma; Jiansheng Chen,https://icml.cc/virtual/2026/poster/66572,Poster Session 6,"Focuses on attention matrix, motion elimination, elimination diffusion, diffusion spectral, and spectral attack."
MoCo-EA: Exploiting Adversarial Mode Connectivity for Efficient Evolutionary Attacks,Hyo Seo Kim; Gang Luo; Can Chen; Binghui Wang; Yue Duan; Ren Wang,https://icml.cc/virtual/2026/poster/64071,Poster Session 3,"Focuses on mode connectivity, connectivity evolutionary, zier crossover, adversarial examples, and intermediate points."
Non-Parametric Probabilistic Robustness: A Conservative Risk Estimator under Unknown Perturbation Distributions,Zheng Wang; Yi Zhang; Siddartha Khastgir; carsten maple; Xingyu Zhao,https://icml.cc/virtual/2026/poster/62757,Poster Session 7,"Focuses on probabilistic robustness, non-parametric probabilistic, perturbation distributions, robustness conservative, and conservative risk."
On the existence of consistent adversarial attacks in high-dimensional linear classification,Matteo Vilucchio; Lenka Zdeborova; Bruno Loureiro,https://icml.cc/virtual/2026/poster/64252,Poster Session 5,"Focuses on adversarial attacks, consistent adversarial, due limited, existence consistent, and attacks high-dimensional."
Position: Express Your Doubts — Probabilistic World Modeling Should not be Based on Token *logprobs*,Eitan Wagner; Omri Abend,https://icml.cc/virtual/2026/poster/67197,Poster Session 2,"Focuses on output probabilities, position express, express your, your doubts, and doubts probabilistic."
Probabilistic Robustness Certificates against Adversarial Attacks,Sara Taheri; Majid Zamani,https://icml.cc/virtual/2026/poster/62191,Poster Session 7,"Focuses on adversarial attacks, probabilistic robustness, robustness certificates, certificates adversarial, and attacks growing."
ProMeCD: Unifying Long-Tailed and Noisy Label Learning via White-Box Control,Yu Zhu,https://icml.cc/virtual/2026/poster/65105,Poster Session 7,"Focuses on promecd unifying, unifying long-tailed, long-tailed noisy, noisy label, and label white-box."
PSMix: Robust Point Cloud Recognition through Spectral Domain Mixing,Xin Wei; Qin Yang; Hongji Zhao; Fei Gao; Mingrui Zhu; Nannan Wang; Xinbo Gao,https://icml.cc/virtual/2026/poster/60723,Poster Session 7,"Focuses on robust point, point cloud, cloud recognition, spectral domain, and psmix robust."
Robust Cross-Modal Retrieval via Generative Semantic Refinement and Exclusion-Guided Adaptation,Qin Yang; Xin Wei; Yanjia Li; Jiasun Feng; Mingrui Zhu; Nannan Wang; Xinbo Gao,https://icml.cc/virtual/2026/poster/60622,Poster Session 6,"Focuses on generative semantic, semantic refinement, refinement exclusion-guided, exclusion-guided adaptation, and robust cross-modal."
Robust Vision-Language Models via Manifold-Adversarial Adapters,Hao Li; Zeyu Xiao; Junhao Zhou; Peng Liu; Yang Zhao; Wei Jia,https://icml.cc/virtual/2026/poster/62175,Poster Session 6,"Focuses on manifold-adversarial adapters, corrupted features, robust vision-language, vision-language manifold-adversarial, and adapters vision-language."
Self-Captioning Multimodal Interaction Tuning: Amplifying Exploitable Redundancies for Robust Vision Language Models,Yuriel Ryan; Ip Man; Adriel Kuek; Paul Pu Liang; Roy Lee,https://icml.cc/virtual/2026/poster/61360,Poster Session 6,"Focuses on multimodal interaction, vision language, shared information, interactions redundant, and redundant interactions."
SORA: Free Second Order Attacks in Fast Adversarial Training,Mazdak Teymourian; Ramtin Moslemi; Farzan Rahmani; Mohammad H Rohban,https://icml.cc/virtual/2026/poster/60969,Poster Session 7,"Focuses on adversarial training, clean accuracy, datasets architectures, sora free, and free second."
SS‑TPT: Stability and Suitability-Guided Test-Time Prompt Tuning for Adversarially Robust Vision-Language Models,Sunoh Kim; Daeho Um,https://icml.cc/virtual/2026/poster/63418,Poster Session 6,"Focuses on stability suitability-guided, suitability-guided test-time, test-time prompt, prompt tuning, and tpt stability."
Stochastic Order Learning: An Approach to Rank Estimation Using Noisy Data,Chaewon Lee; Seon-Ho Lee; Chang-Su Kim,https://icml.cc/virtual/2026/poster/65511,Poster Session 6,"Focuses on rank estimation, stochastic order, estimation noisy, label noise, and order rank."
Submodular Optimization for Minimal Augmentation in Robust Language Model Alignment,CHING-CHIA KAO; Chia-Mu Yu; Chun-Shien Lu; Chu-song Chen,https://icml.cc/virtual/2026/poster/63493,Poster Session 6,"Focuses on safety alignment, submodular optimization, minimal augmentation, optimization minimal, and augmentation robust."
TCAP: Tri-Component Attention Profiling for Unsupervised Backdoor Detection in MLLM Fine-Tuning,Mingzu Liu; Hao Fang; Runmin Cong,https://icml.cc/virtual/2026/poster/66774,Poster Session 7,"Focuses on tri-component attention, attention profiling, poisoned samples, tcap tri-component, and profiling unsupervised."
Through the Stealth Lens: Attention-Aware Defenses Against Poisoning in RAG,Sarthak Choudhary; Nils Palumbo; Ashish Hooda; Krishnamurthy Dvijotham; Somesh Jha,https://icml.cc/virtual/2026/poster/61228,Poster Session 5,"Focuses on poisoning rag, rag systems, poisoned passages, attention weights, and stealth lens."
Toward Understanding Adversarial Distillation: Why Robust Teachers Fail,Hongsin Lee; Hye Won Chung,https://icml.cc/virtual/2026/poster/63705,Poster Session 7,"Focuses on robust teacher, unlearnable samples, adversarial distillation, student robustness, and robust generalization."
Towards Fine-grained Robustness: Attention-guided Test-time Prompt Tuning for Vision-Language Models,Jia-Wei Hai; Yijun Wang; Xiu-Shen Wei,https://icml.cc/virtual/2026/poster/64685,Poster Session 2,"Focuses on prompt tuning, test-time adaptation, attention-guided test-time, test-time prompt, and various fine-tuning."
Unifying Adversarial Robustness and Training Across Text Scoring Models,Manveer Tamber; Hosna Oyarhoseini; Jimmy Lin,https://icml.cc/virtual/2026/poster/61055,Poster Session 7,"Focuses on text scoring, adversarial robustness, training text, adversarial training, and unifying adversarial."
Unlocking Noise-Resistant Vision: Key Architectural Secrets for Robust Models Against Gaussian Noise,Bum Jun Kim; Makoto Kawano; Yusuke Iwasawa; Yutaka Matsuo,https://icml.cc/virtual/2026/poster/63507,,"Focuses on gaussian noise, robust gaussian, stem kernels, average pooling, and clip vits."
With Argus Eyes: Assessing Retrieval Gaps via Uncertainty Scoring to Detect and Remedy Retrieval Blind Spots,Zeinab Taghavi; Ali Modarressi; Hinrich Schuetze; Andreas Marfurt,https://icml.cc/virtual/2026/poster/60828,Poster Session 6,"Focuses on blind spots, rag systems, paragraphs wikipedia, argus eyes, and eyes assessing."
