title,authors,url,session,abstract_takeaway
Efficient Test-Time Scaling via Hierarchical Search and Self-Verification for Discrete Diffusion Language Models,Jinbin Bai; Yixuan Li; Yuchen Zhu; Yi Xin; Qingyu Shi; Aosong Feng; Xiaohong Liu; Molei Tao; Jianru Xue; Xiangtai Li; Ming-Hsuan Yang,https://icml.cc/virtual/2026/poster/64102,Poster Session 8,"Focuses on test-time scaling, discrete diffusion, diffusion language, scaling hierarchical, and hierarchical search."
ePC: Fast and Deep Predictive Coding for Digital Hardware,Cédric Goemaere; Gaspard Oliviers; Rafal Bogacz; Thomas Demeester,https://icml.cc/virtual/2026/poster/60909,Poster Session 2,"Focuses on predictive coding, digital hardware, deeper architectures, signal decay, and epc fast."
Equilibrium Reasoners: Learning Attractors Enables Scalable Reasoning,Benhao Huang; Zhengyang Geng; Zico Kolter,https://icml.cc/virtual/2026/poster/61915,Poster Session 8,"Focuses on test-time compute, equilibrium reasoners, scalable reasoning, fixed points, and scale test-time."
FedScar: Correcting Geometric Bias for Flatness-Consistent Federated Learning,Jianfeng Lu; YuZhao Xiang; Yue Chen; Gang Li; Shuqin Cao; Guanghui Wen,https://icml.cc/virtual/2026/poster/61241,,"Focuses on geometric bias, flatness discrepancy, fedscar correcting, correcting geometric, and bias flatness-consistent."
Fine-Tuning of Transformer models with Frames,Harshavardhan Adepu; Li Zhang; Sanjiv Kumar; Vikas Singh,https://icml.cc/virtual/2026/poster/64753,Poster Session 3,"Focuses on coefficient matrix, fusion frames, fine-tuning transformer, transformer frames, and frames parameter-efficient."
Forget by Uncertainty: Orthogonal Entropy Unlearning for Quantized Neural Networks,Tian Zhang; Yujia Tong; Junhao Dong; Ke Xu; Yuze Wang; Jingling Yuan,https://icml.cc/virtual/2026/poster/65088,Poster Session 2,"Focuses on orthogonal entropy, entropy unlearning, unlearning quantized, quantized neural, and forget uncertainty."
From Per-Image Low-Rank to Encoding Mismatch: Rethinking Feature Distillation in Vision Transformers,Huiyuan Tian; Bonan Xu; Shijian Li,https://icml.cc/virtual/2026/poster/66573,Poster Session 3,"Focuses on encoding mismatch, vision transformers, per-image low-rank, low-rank encoding, and mismatch rethinking."
KnapSpec: Self-Speculative Decoding via Adaptive Layer Selection as a Knapsack Problem,Seongjin Cha; Gyuwan Kim; Dongsu Han; Tao Yang; Insu Han,https://icml.cc/virtual/2026/poster/62075,Poster Session 2,"Focuses on self-speculative decoding, selection knapsack, knapspec self-speculative, decoding adaptive, and adaptive layer."
Log-Normal Multiplicative Dynamics for Stable Low-Precision Deep Learning,Keigo Nishida; Eren Mehmet KIRAL; Kenichi Bannai; Mohammad Emtiyaz Khan; Thomas Moellenhoff,https://icml.cc/virtual/2026/poster/62963,Poster Session 2,"Focuses on multiplicative dynamics, log-normal multiplicative, dynamics stable, stable low-precision, and low-precision algorithm."
Optimized Deferral for Imbalanced Settings,Corinna Cortes; Anqi Mao; Mehryar Mohri; Yutao Zhong,https://icml.cc/virtual/2026/poster/65526,Poster Session 7,"Focuses on expert imbalance, two-stage defer, deferral algorithms, imbalance settings, and optimized deferral."
Path-conditioned training: a principled way to rescale ReLU neural networks,Arthur Lebeurrier; Titouan Vayer; Rémi Gribonval,https://icml.cc/virtual/2026/poster/61112,Poster Session 3,"Focuses on relu neural, neural network, network parameters, path-conditioned training, and training principled."
Per-example Gradients: a New Frontier for Understanding and Improving Optimizers,Vincent Roulet; Atish Agarwala,https://icml.cc/virtual/2026/poster/63313,Poster Session 3,"Focuses on per-example gradients, mini-batch gradient, gradient distribution, gradients frontier, and frontier understanding."
Position: Certified Correctness in Neural Constraint Reasoning Requires Symbolic Integration,Shufeng Kong; Xiaochuan Zhang; Caihua Liu,https://icml.cc/virtual/2026/poster/67052,,"Focuses on neural constraint, constraint reasoning, symbolic integration, integration neural, and provable correctness."
Principled Zero-shot Ranking Agents with Tournament Graphs,Sheshansh Agrawal; Thien Nguyen; Douwe Kiela,https://icml.cc/virtual/2026/poster/62762,Poster Session 2,"Focuses on principled zero-shot, zero-shot ranking, ranking agents, agents tournament, and tournament graphs."
QPKO: Differentiable QP-Embedded Deep Koopman Framework for Modeling Nonlinear Systems,Runze Tian; Peng Kou,https://icml.cc/virtual/2026/poster/63566,Poster Session 8,"Focuses on observable functions, optimization complexity, effective end-to-end, end-to-end training, and modeling accuracy."
Quantifying and Optimizing Simplicity via Polynomial Representations,Tianren Zhang; Xiangxin Li; Minghao Xiao; Guanyu Chen; Feng Chen,https://icml.cc/virtual/2026/poster/65296,Poster Session 2,"Focuses on polynomial representations, quantifying optimizing, optimizing simplicity, simplicity polynomial, and representations networks."
Reinforcement Learning via Self-Distillation,Jonas Hübotter; Frederike Lübeck; Lejs Behric; Anton Baumann; Marco Bagatella; Daniel Marta; Ido Hakimi; Idan Shenfeld; Thomas Kleine Buening; Carlos Guestrin; Andreas Krause,https://icml.cc/virtual/2026/poster/64121,Poster Session 7,"Focuses on reinforcement verifiable, reinforcement self-distillation, self-distillation large, language increasingly, and increasingly post-trained."
Required Spine Optional Limbs: Heterogeneous Federated Learning via Backbone-sharing and Activation-guided Selection,Mingsheng Cao; Hongliang Chen; Ming Hu; Fei Gao; Qiaolong Ding; Wenke Huang; Xiaofei Xie; Junlong Zhou,https://icml.cc/virtual/2026/poster/65972,Poster Session 5,"Focuses on sub-model extraction, activation-guided selection, neuron selection, parameter conflicts, and spinefl adopts."
Riemannian Networks over Full-Rank Correlation Matrices,Ziheng Chen; Xiaojun Wu; Bernhard Schölkopf; Nicu Sebe,https://icml.cc/virtual/2026/poster/65936,,"Focuses on riemannian networks, full-rank correlation, correlation matrices, correlation geometries, and networks full-rank."
Robust and Consistent Ski Rental with Distributional Advice,Jihwan Kim; Chenglin Fan,https://icml.cc/virtual/2026/poster/66404,Poster Session 2,"Focuses on ski rental, distributional predictions, robust consistent, consistent ski, and rental distributional."
SHARP-Q: Spectral Hessian Alignment and Rectification for Post-training Quantization,Menghao Lv; Huiqiong Wang; Li Sun; Mingli Song,https://icml.cc/virtual/2026/poster/63357,,"Focuses on post-training quantization, sharp-q spectral, spectral hessian, hessian alignment, and alignment rectification."
Singularity-aware Optimization via Randomized Geometric Probing: Towards Stable Non-smooth Optimization,Ruoran Xu; Borong She; Xiaobo Jin; Qiufeng Wang,https://icml.cc/virtual/2026/poster/62131,Poster Session 7,"Focuses on clarke subdifferential, local geometric, geometric instability, singularity-aware optimization, and optimization randomized."
SIPO: Stabilized and Improved Preference Optimization for Aligning Diffusion Models,Xiaomeng Yang; Mengping Yang; Junyan Wang; Zhijian Zhou; Zhiyu Tan; Hao Li,https://icml.cc/virtual/2026/poster/64831,Poster Session 4,"Focuses on improved preference, preference optimization, aligning diffusion, sipo stabilized, and stabilized improved."
SPLIT-VLM: Salience-Guided Partitioning towards Local Coverage for Importance-Aware Token Dropping in Vision-Language Models,Seungil Lee; Gilha lee; Hyun Kim,https://icml.cc/virtual/2026/poster/65326,Poster Session 3,"Focuses on multimodal reasoning, vision tokens, split-vlm salience-guided, salience-guided partitioning, and partitioning local."
Stability Analysis of Sharpness-Aware Minimization,Hoki Kim; Jinseong Park; Yujin Choi; Jaewook Lee,https://icml.cc/virtual/2026/poster/61132,Poster Session 2,"Focuses on saddle point, convergence instability, sharpness-aware minimization, dynamical systems, and stability analysis."
TetraJet-v2: Accurate NVFP4 Training for Large Language Models with Oscillation Suppression and Outlier Control,Yuxiang Chen; Yifan Liu; Xiaoming Xu; Pengle Zhang; Michael Beyer; Martin Rapp; Jun Zhu; Jianfei Chen,https://icml.cc/virtual/2026/poster/66046,Poster Session 3,"Focuses on linear layers, weight oscillation, tetrajet-v2 accurate, accurate nvfp4, and nvfp4 training."
Threshold-Guided Optimization for Visual Generative Models,Jinbin Bai; Yu Lei; Qingyu Shi; Aosong Feng; Yi Xin; Zhuoran Zhao; Fei Shen; Kaidong Yu; Xiangtai Li,https://icml.cc/virtual/2026/poster/65703,Poster Session 1,"Focuses on visual generative, threshold-guided optimization, optimization visual, generative aligning, and aligning large."
UltraLIF: Fully Differentiable Spiking Neural Networks via Ultradiscretization and Max-Plus Algebra,Jose Marie Antonio Miñoza,https://icml.cc/virtual/2026/poster/64130,Poster Session 2,"Focuses on fully differentiable, spiking neural, surrogate gradients, ultralif fully, and differentiable spiking."
Unlocking the Potential of Continual Model Merging: An ODE Perspective,Lihong Lin; Haidong Kang,https://icml.cc/virtual/2026/poster/63291,Poster Session 1,"Focuses on continual merging, unlocking potential, potential continual, merging ode, and ode perspective."
